trip_id,client_type,budget_total,destination,saison,duree_jours,type_hebergement,prix_vol,meteo_prevue,activite_principale,satisfaction_client,imprevus,reorganisation_necessaire,respect_budget,retour_client,budget_par_jour,part_vol_budget,sejour_long,meteo_risque,client_business,hebergement_luxe,imprevu_present,imprevu_transport,imprevu_meteo,temperature_moyenne_saison,pluie_moyenne_mm,jours_pluie_moyen,vent_max_moyen_kmh,nb_jours_observes,latitude,longitude,source,periode_reference,pm10_moyen,pm2_5_moyen,european_aqi_moyen,uv_index_moyen,heures_observees_air,source_air_quality,periode_reference_air_quality
33,famille,11390.91,dubaï,printemps,21,resort,134.0,variable,randonnée,1,bagages,1,0,séjour mitigé.,542.4242857142857,0.0117637660204496,1.0,1.0,0.0,1.0,1.0,1.0,0.0,28.3,0.01,0.0,22.56,92.0,25.07725,55.30927,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,70.72,36.99,63.06,2.2,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
34,couple,4132.88,rome,été,7,villa,1348.67,ensoleillé,randonnée,2,météo,1,0,séjour mitigé.,590.4114285714286,0.3263269197266797,0.0,0.0,0.0,1.0,1.0,0.0,1.0,27.22,1.32,16.0,14.95,92.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,15.45,9.67,40.74,2.01,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
35,business,7427.8,bali,hiver,10,villa,1602.58,variable,gastronomie,1,retard_vol,1,1,séjour mitigé.,742.78,0.2157543283340962,0.0,1.0,1.0,1.0,1.0,1.0,0.0,26.28,11.89,84.0,14.7,90.0,-8.65,115.21667,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,12.8,11.67,33.02,1.96,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28
36,couple,8629.37,paris,printemps,4,villa,1796.66,nuageux,culture,2,météo,1,0,séjour mitigé.,2157.3425,0.2082029163194995,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12.44,1.18,26.0,14.07,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.06,12.04,38.85,0.97,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
37,couple,9354.51,sydney,été,12,villa,1795.83,ensoleillé,gastronomie,3,bagages,1,1,séjour mitigé.,779.5425,0.1919747800793414,0.0,0.0,0.0,1.0,1.0,1.0,0.0,12.22,4.06,27.0,18.74,92.0,-33.86785,151.20732,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.19,9.26,31.56,0.49,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
38,business,13023.12,new york,printemps,13,hôtel,165.31,ensoleillé,plage,5,aucun,0,0,excellent séjour.,1001.7784615384616,0.0126935788044646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.04,4.75,36.0,17.46,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
39,senior,853.14,lisbonne,été,6,appartement,577.9,pluie,randonnée,1,retard_vol,1,1,séjour mitigé.,142.19,0.6773800314133671,0.0,1.0,0.0,0.0,1.0,1.0,0.0,23.39,0.06,1.0,17.22,92.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,19.54,10.92,32.89,2.16,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
40,senior,5736.58,dubaï,automne,17,villa,164.47,nuageux,culture,5,aucun,0,0,excellent séjour.,337.4458823529412,0.0286703924638024,1.0,0.0,0.0,1.0,0.0,0.0,0.0,29.44,0.0,0.0,20.09,91.0,25.07725,55.30927,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,80.53,41.8,60.89,1.56,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30
41,business,5227.96,tokyo,été,16,appartement,851.56,pluie,culture,2,bagages,1,0,séjour mitigé.,326.7475,0.162885714504319,1.0,1.0,1.0,0.0,1.0,1.0,0.0,27.71,2.91,31.0,13.49,92.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,24.0,22.42,51.6,1.83,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
42,business,5142.1,tokyo,été,15,appartement,954.2,ensoleillé,randonnée,5,bagages,1,1,excellent séjour.,342.8066666666667,0.1855662083584527,1.0,0.0,1.0,0.0,1.0,1.0,0.0,27.71,2.91,31.0,13.49,92.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,24.0,22.42,51.6,1.83,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
43,solo,13696.57,new york,printemps,10,hôtel,348.33,ensoleillé,business,2,annulation,1,1,séjour mitigé.,1369.657,0.0254319147056525,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.04,4.75,36.0,17.46,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
44,solo,13525.7,rome,hiver,3,villa,595.68,nuageux,culture,5,annulation,1,1,excellent séjour.,4508.566666666667,0.0440406041831476,0.0,0.0,0.0,1.0,1.0,1.0,0.0,9.23,2.57,28.0,13.79,90.0,41.89193,12.51133,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,20.56,17.01,40.29,0.27,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28
45,business,4100.91,tokyo,été,14,appartement,750.07,ensoleillé,culture,3,aucun,0,0,séjour mitigé.,292.92214285714283,0.1829033068270213,1.0,0.0,1.0,0.0,0.0,0.0,0.0,27.71,2.91,31.0,13.49,92.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,24.0,22.42,51.6,1.83,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
46,senior,10110.99,paris,été,14,hôtel,1163.0,nuageux,culture,4,météo,1,0,excellent séjour.,722.2135714285714,0.1150233557742614,1.0,0.0,0.0,0.0,1.0,0.0,1.0,21.05,2.58,30.0,14.41,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.28,6.83,31.49,1.5,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
47,famille,11526.28,sydney,été,15,villa,1541.26,nuageux,randonnée,1,bagages,1,0,séjour mitigé.,768.4186666666667,0.1337170361990165,1.0,0.0,0.0,1.0,1.0,1.0,0.0,12.22,4.06,27.0,18.74,92.0,-33.86785,151.20732,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.19,9.26,31.56,0.49,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
48,couple,9297.44,lisbonne,hiver,11,villa,1085.6,ensoleillé,business,5,aucun,0,0,excellent séjour.,845.2218181818182,0.1167633240978161,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.63,2.92,26.0,17.53,90.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,19.66,13.91,36.49,0.38,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28
49,business,10193.15,new york,printemps,7,resort,307.18,ensoleillé,randonnée,5,retard_vol,1,1,excellent séjour.,1456.1642857142856,0.0301359246160411,0.0,0.0,1.0,1.0,1.0,1.0,0.0,12.04,4.75,36.0,17.46,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
50,couple,13659.38,paris,printemps,21,appartement,1366.22,ensoleillé,gastronomie,4,aucun,0,0,excellent séjour.,650.4466666666666,0.1000206451537332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.44,1.18,26.0,14.07,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.06,12.04,38.85,0.97,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
51,couple,6298.38,new york,été,7,villa,1191.79,ensoleillé,randonnée,2,retard_vol,1,1,séjour mitigé.,899.7685714285715,0.1892216728746122,0.0,0.0,0.0,1.0,1.0,1.0,0.0,24.52,2.28,32.0,14.21,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,18.13,17.43,51.89,1.61,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
52,couple,11568.18,paris,printemps,15,appartement,1196.77,variable,randonnée,2,bagages,1,0,séjour mitigé.,771.212,0.1034536115447719,1.0,1.0,0.0,0.0,1.0,1.0,0.0,12.44,1.18,26.0,14.07,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.06,12.04,38.85,0.97,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
53,business,1535.43,sydney,automne,3,appartement,1308.71,pluie,business,4,météo,1,1,excellent séjour.,511.81,0.8523410380154094,0.0,1.0,1.0,0.0,1.0,0.0,1.0,19.17,1.74,22.0,21.07,91.0,-33.86785,151.20732,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,10.98,9.17,34.45,1.63,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30
54,business,2101.65,rome,printemps,5,appartement,1572.69,pluie,business,1,météo,1,1,séjour mitigé.,420.33,0.748312040539576,0.0,1.0,1.0,0.0,1.0,0.0,1.0,15.22,3.55,32.0,13.85,92.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.93,11.65,37.47,1.19,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
55,solo,4271.55,dubaï,automne,9,villa,1274.38,variable,randonnée,2,retard_vol,1,0,séjour mitigé.,474.6166666666667,0.298341351500041,0.0,1.0,0.0,1.0,1.0,1.0,0.0,29.44,0.0,0.0,20.09,91.0,25.07725,55.30927,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,80.53,41.8,60.89,1.56,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30
56,couple,6164.98,rome,hiver,15,appartement,1235.25,nuageux,gastronomie,2,bagages,1,1,séjour mitigé.,410.9986666666666,0.2003656135137502,1.0,0.0,0.0,0.0,1.0,1.0,0.0,9.23,2.57,28.0,13.79,90.0,41.89193,12.51133,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,20.56,17.01,40.29,0.27,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28
57,business,2661.97,sydney,hiver,5,villa,1475.38,nuageux,culture,2,retard_vol,1,1,séjour mitigé.,532.394,0.5542436616490796,0.0,0.0,1.0,1.0,1.0,1.0,0.0,22.44,3.42,39.0,20.67,90.0,-33.86785,151.20732,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,12.57,9.86,34.15,2.24,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28
58,senior,6102.08,lisbonne,printemps,12,villa,1009.15,nuageux,plage,2,météo,1,0,séjour mitigé.,508.50666666666666,0.165378035030678,0.0,0.0,0.0,1.0,1.0,0.0,1.0,15.64,3.53,41.0,19.08,92.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.2,9.48,34.11,1.3,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
59,business,4646.58,lisbonne,hiver,7,villa,841.25,nuageux,gastronomie,2,météo,1,0,séjour mitigé.,663.7971428571428,0.1810471357428474,0.0,0.0,1.0,1.0,1.0,0.0,1.0,12.63,2.92,26.0,17.53,90.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,19.66,13.91,36.49,0.38,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28
60,solo,14936.62,new york,été,15,resort,1199.42,ensoleillé,culture,3,météo,1,0,séjour mitigé.,995.7746666666668,0.0803006302630715,1.0,0.0,0.0,1.0,1.0,0.0,1.0,24.52,2.28,32.0,14.21,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,18.13,17.43,51.89,1.61,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
61,couple,10432.85,new york,printemps,12,resort,1032.05,nuageux,gastronomie,4,retard_vol,1,1,excellent séjour.,869.4041666666667,0.098923113051563,0.0,0.0,0.0,1.0,1.0,1.0,0.0,12.04,4.75,36.0,17.46,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
62,senior,7891.24,rome,été,16,resort,1190.78,ensoleillé,culture,2,météo,1,0,séjour mitigé.,493.2025,0.1508989715177842,1.0,0.0,0.0,1.0,1.0,0.0,1.0,27.22,1.32,16.0,14.95,92.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,15.45,9.67,40.74,2.01,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
63,couple,4858.33,rome,hiver,10,resort,1326.68,variable,gastronomie,2,retard_vol,1,1,séjour mitigé.,485.833,0.2730732576831957,0.0,1.0,0.0,1.0,1.0,1.0,0.0,9.23,2.57,28.0,13.79,90.0,41.89193,12.51133,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,20.56,17.01,40.29,0.27,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28
64,famille,4903.8,lisbonne,été,8,villa,645.25,ensoleillé,plage,3,météo,0,1,séjour mitigé.,612.975,0.1315816305722093,0.0,0.0,0.0,1.0,1.0,0.0,1.0,23.39,0.06,1.0,17.22,92.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,19.54,10.92,32.89,2.16,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
65,business,1652.62,rome,printemps,4,appartement,948.98,pluie,culture,1,retard_vol,1,1,séjour mitigé.,413.155,0.5742275901296124,0.0,1.0,1.0,0.0,1.0,1.0,0.0,15.22,3.55,32.0,13.85,92.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.93,11.65,37.47,1.19,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
66,couple,9703.95,lisbonne,automne,15,villa,828.65,variable,plage,2,bagages,1,1,séjour mitigé.,646.9300000000001,0.0853930615883222,1.0,1.0,0.0,1.0,1.0,1.0,0.0,18.72,2.83,21.0,17.54,91.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,15.83,9.72,31.17,0.9,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30
67,business,1590.34,rome,automne,3,appartement,1085.72,ensoleillé,business,4,météo,0,0,excellent séjour.,530.1133333333333,0.6826967818202397,0.0,0.0,1.0,0.0,1.0,0.0,1.0,17.21,4.01,24.0,12.75,91.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,13.51,9.22,34.28,0.79,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30
